ID,Name,Level,Alignment,Size,Traits,Perception,Languages,Skills,Str,Dex,Con,Int,Wis,Cha,AC,Fort,Ref,Will,HP,Resistances,Speed,Source
400,Vampire Count,6,,Medium,"Undead, Unholy, Vampire",+17;,"Common, Necril, ; plus one regional language","Acrobatics +13, Athletics +13, Deception +14, Diplomacy +14, Intimidation +16, Society +14, Stealth +13",+5,+3,+2,+2,+4,+4,24,+11,+14,+17,65 (coffin restoration,The vampire resists all physical damage except magical silver.,"25 feet, climb 25 feet",Monster Core pg. 336
401,Vampire Mastermind,9,,Medium,"Undead, Unholy, Vampire",+20;,"Common, Necril, ; plus one regional language","Acrobatics +17, Arcana +21, Athletics +18, Deception +20, Diplomacy +20, Intimidation +22, Society +19, Stealth +19",+3,+4,+1,+6,+4,+5,27,+15,+18,+20,115 (coffin restoration,The vampire resists all physical damage except magical silver.,"25 feet, climb 25 feet",Monster Core pg. 337
402,Warg,2,,Medium,Beast,"+8; , ( ) 30 feet","Common, Goblin, Orcish","Acrobatics +7, Athletics +8, Deception +6, Intimidation +6, Stealth +7, Survival +8",+4,+3,+3,-1,+2,+2,17,+11,+9,+6,36,,40 feet,Monster Core pg. 341
403,Witchwarg,5,,Large,"Beast, Cold","+14; , ( ) 30 feet","Common, Jotun","Acrobatics +13, Athletics +13, Deception +11, Intimidation +11, Stealth +13 (+16 in snow), Survival +12",+6,+4,+4,+2,+3,+2,23,+13,+15,+10,70,,40 feet,Monster Core pg. 341
404,Warsworn,16,,Gargantuan,"Undead, Unholy",+27;,"Common, ; (can't speak any language)",Athletics +33,+9,+5,+7,-1,+5,+5,37,+29,+25,+27; +1 status to all saves vs.,350 (,,30 feet,Monster Core pg. 342
405,Giant Wasp,3,,Large,Animal,+8;,UNKNOWN,"Acrobatics +11, Athletics +9",+4,+4,+4,-5,+1,+1,17,+9,+11,+6,45,,"20 feet, fly 40 feet",Monster Core pg. 343
407,Web Lurker,3,NE,Medium,Aberration,"+10; darkvision, tremorsense (imprecise) 30 feet (creatures touching its web)","Aklo, ; spider speak","Acrobatics +9, Athletics +9, Crafting +8 (+12 to craft traps and snares), Stealth +11",+4,+4,+3,+1,+3,-1,19,+10,+11,+8,45,,"25 feet, climb 25 feet",Bestiary pg. 325
408,Wemmuth,15,NE,Huge,Plant,"+25; darkvision, tremorsense (imprecise) 60 feet","Aklo, Sylvan, ; (can’t speak any language)","Athletics +30, Deception +28, Stealth +30, Survival +27",+8,+6,+6,-2,+4,+2,37,+27,+27,+24,335 (blood leech),,"25 feet, burrow 25 feet, climb 25 feet",Bestiary pg. 326
409,Wendigo,17,CE,Large,"Beast, Cold","+32; darkvision, heatsight 60 feet","Aklo, Common, Jotun, ; telepathy 1 mile","Acrobatics +32, Athletics +33, Deception +29, Intimidation +33, Nature +28, Occultism +29, Religion +28, Stealth +30, Survival +30",+8,+7,+9,+6,+5,+6,40,+32,+30,+26; +1 status to all saves vs. magic,315 regeneration 30 (deactivated by cold iron),,fly 100 feet,Bestiary pg. 327
410,Wererat,2,,Medium,,"+8; , ( ) 30 feet","Common, ; rat empathy","Acrobatics +8, Athletics +6 (+8 to, Climb or, Swim ), Deception +5, Society +4, Stealth +8",+2,+4,+2,+0,+2,+1,19,+6,+10,+8,45,,25 feet,Monster Core pg. 345
411,Werewolf,3,,Medium,"Beast, Human, Humanoid, Werecreature","+9; , ( ) 30 feet","Common, ; wolf empathy","Acrobatics +7, Athletics +9, Survival +10",+4,+2,+2,-1,+2,+1,17,+11,+9,+7,63,,25 feet,Monster Core pg. 346
412,Werebear,4,LG,Large,"Beast, Human, Humanoid, Werecreature","+11; low-light vision, scent (imprecise) 30 feet","Common, ; bear empathy","Athletics +12, Medicine +9, Nature +11, Stealth +11, Survival +11",+5,+2,+4,+1,+3,-1,23,+12,+10,+10,75,,25 feet,Bestiary pg. 331
413,Wight,3,,Medium,"Undead, Unholy, Wight",+10;,"Common, Necril","Athletics +10, Intimidation +9, Stealth +8",+4,+1,+4,+0,+3,+2,18,+11,+6,+10,40 (fueled by spite,,25 feet,Monster Core pg. 348
414,Will-O'-Wisp,6,,Small,"Aberration, Air",+16;,"Aklo, Common","Acrobatics +18, Deception +12, Intimidation +12, Stealth +16",-5,+6,+0,+2,+4,+2,27,+10,+16,+14,50,,fly 50 feet,Monster Core pg. 349
416,Dire Wolf,3,,Large,Animal,"+10; , ( ) 30 feet",UNKNOWN,"Acrobatics +8, Athletics +10, Stealth +8, Survival +10",+5,+3,+4,-4,+3,-2,18,+11,+8,+8,50,,35 feet,Monster Core pg. 350
418,Xulgath Warrior,1,,Medium,"Humanoid, Xulgath",+6;,"Draconic, Sakvroth","Athletics +7, Stealth +5",+4,+2,+3,-1,+1,+0,14,+8,+7,+4,21,,25 feet,Monster Core pg. 352
419,Xulgath Stalker,2,,Medium,"Humanoid, Xulgath",+7;,"Draconic, Sakvroth","Acrobatics +8, Stealth +8, Thievery +8",+3,+4,+2,-1,+1,+0,17,+8,+10,+5,28,,25 feet,Monster Core pg. 353
420,Xulgath Leader,3,,Medium,"Humanoid, Xulgath",+9;,"Draconic, Sakvroth","Athletics +11, Intimidation +6, Stealth +6",+4,+1,+2,-1,+2,+1,18,+9,+6,+9,44,,25 feet,Monster Core pg. 353
421,Yeti,5,,Large,Humanoid,"+15; , ( ) 30 feet",Aklo,"Athletics +14, Stealth +12 (+15 in snow), Survival +11",+5,+2,+4,-1,+4,-1,21,+15,+11,+13; +4 status to all saves vs.,115,,"35 feet, climb 20 feet; arctic passage",Monster Core pg. 354
422,Zaramuun,16,CE,Large,"Earth, Elemental","+30; darkvision, tremorsense 60 feet","Abyssal, Terran","Athletics +31 (+35 to disarm stone or metal objects), Religion +26, Stealth +27 (+30 in sandy terrain)",+9,+5,+6,+0,+5,-1,39,+34,+30,+25,291,,"35 feet, burrow 35 feet; sand glide",Bestiary pg. 339
424,Plague Zombie,1,,Medium,"Mindless, Undead, Unholy, Zombie",+3;,UNKNOWN,Athletics +9,+4,-2,+3,-5,+0,-2,13,+6,+3,+4,50 (,,25 feet,Monster Core pg. 356
425,Zombie Brute,2,,Large,"Mindless, Undead, Unholy, Zombie",+4;,UNKNOWN,Athletics +11,+5,-3,+4,-5,+0,-2,15,+10,+3,+6,70 (,,25 feet,Monster Core pg. 357
426,Zombie Hulk,6,,Huge,"Mindless, Undead, Unholy, Zombie",+8;,UNKNOWN,Athletics +18,+7,-1,+4,-5,+0,-2,21,+16,+9,+12,160 (,,25 feet,Monster Core pg. 357
427,Bloodlash Bush,2,N,Small,Plant,+6; tremorsense (imprecise) 30 feet,UNKNOWN,"Athletics +8, Stealth +6",+4,+2,+4,-4,+0,+0,16,+10,+8,+6,35,bludgeoning 5 piercing 5,20 feet,The Fall of Plaguestone pg. 62
428,Vine Lasher,0,N,Small,Plant,+4; tremorsense (imprecise) 30 feet,UNKNOWN,"Athletics +6, Stealth +5",+2,+3,+2,-4,+0,+0,16,+6,+7,+4,15,,25 feet,The Fall of Plaguestone pg. 62
429,Blood Ooze,4,N,Large,"Mindless, Ooze","+8; motion sense 60 feet, no vision",UNKNOWN,"Athletics +13, Stealth +4 (+12 if hiding inside a dead body)",+5,-4,+5,-5,+0,-5,12,+15,+6,+6,90,,"10 feet, climb 10 feet",The Fall of Plaguestone pg. 63
430,Anadi Hunter,2,CG,Medium,"Anadi, Humanoid",+7,"Anadi, Common","Acrobatics +8, Athletics +6 (+8 to Climb in true or spider form), Crafting +6 (+10 weaving), Nature +5, Stealth +8",+2,+4,+2,+0,+1,+0,19,+6,+10,+7,27,,"25 feet, climb 25 feet",Pathfinder #145: Hellknight Hill pg. 84
431,Anadi Sage,4,CG,Medium,"Anadi, Humanoid",+12,"Anadi, Common","Athletics +6 (+8 to Climb in true or spider form), Crafting +9 (+13 weaving), Deception +8, Diplomacy +10, Nature +12, Survival +10",+0,+2,+0,+1,+4,+2,21,+8,+10,+12,58,,"25 feet, climb 25 feet",Pathfinder #145: Hellknight Hill pg. 85
432,Anadi Elder,6,CG,Medium,"Anadi, Humanoid",+15,"Anadi, Common","Athletics +12 (+14 to Climb in true or spider form), Crafting +13 (+17 weaving), Deception +12, Diplomacy +10, Nature +14, Society +9, Survival +12",+2,+4,+0,+1,+4,+2,23,+10,+14,+16,95,,"25 feet, climb 25 feet",Pathfinder #145: Hellknight Hill pg. 85
433,Doorwarden,5,LN,Large,Construct,+13; low-light vision;,Common,"Athletics +13, Intimidation +11",+6,+0,+3,-1,+1,+2,22 (24 with shield raised),+12,+7,+10,60,physical 5 (except bludgeoning),20 feet,Pathfinder #145: Hellknight Hill pg. 86
434,Emperor Bird,2,N,Medium,Animal,+8,UNKNOWN,"Acrobatics +9, Intimidation +7, Survival +7",+2,+3,+0,-4,+1,+3,18,+6,+9,+7,27,,"15 feet, fly 20 feet",Pathfinder #145: Hellknight Hill pg. 87
435,Grauladon,2,N,Large,Dragon,"+7; darkvision, scent (imprecise) 30 feet","Draconic, ; can't speak any language","Athletics +10, Stealth +6, Survival +5",+4,+0,+4,-3,+1,-2,17,+12,+6,+7,35,,"20 feet, swim 30 feet",Pathfinder #145: Hellknight Hill pg. 88
436,Graveshell,1,N,Large,Beast,"+4; darkvision, wavesense (imprecise) 30 feet","Common, Undercommon","Athletics +6, Stealth +4",+3,-1,+3,-3,+1,+0,17 (19 while withdrawn into its shell),+8,+2,+4,20,,"20 feet, swim 20 feet",Pathfinder #145: Hellknight Hill pg. 89
437,Hellcrown,1,LE,Tiny,Undead,+10; darkvision,Common,"Intimidation +8, Stealth +7",-2,+4,+3,-1,+1,+1,16,+4,+6,+10,20 (,,fly 25 feet,Pathfinder #145: Hellknight Hill pg. 90
438,Tixitog,3,NE,Medium,Aberration,"+9; darkvision, web sense (imprecise) 60 feet","Aklo, Common","Acrobatics +8, Athletics +10, Occultism +7, Spider Lore +9, Stealth +10",+3,+3,+2,+0,+2,-1,19,+9,+10,+7,40,,"25 feet, climb 25 feet",Pathfinder #145: Hellknight Hill pg. 91
439,Asanbosam,6,CE,Large,Humanoid,+17; darkvision,Mwangi,"Acrobatics +14, Athletics +16, Intimidation +15, Stealth +16, Survival +14",+5,+4,+2,-3,+1,-2,24,+15,+17,+10,95,,"35 feet, climb 20 feet",Pathfinder #146: Cult of Cinders pg. 80
440,Bida,8,LE,Huge,Dragon,"+15; darkvision, scent (imprecise) 30 feet","Common, Draconic, Mwangi","Deception +20, Diplomacy +18, Intimidation +18, Society +16, Stealth +16",+6,+2,+3,+4,+3,+6,27,+18,+15,+18; +2 circumstance to all saves to disbelieve illusions,135,acid 10 poison 10,"40 feet, climb 20 feet, fly 60 feet",Pathfinder #146: Cult of Cinders pg. 81
441,Biloko Warrior,1,NE,Small,Fey,"+7; low-light vision, scent (imprecise) 30 feet","Mwangi, Sylvan","Athletics +7, Crafting +7, Nature +5, Stealth +6, Survival +6",+3,+2,-1,+0,+2,+1,16 (18 with shield raised),+4,+7,+7,19,,20 feet,Pathfinder #146: Cult of Cinders pg. 82
442,Biloko Veteran,4,NE,Small,Fey,"+11; low-light vision, scent (imprecise) 30 feet","Mwangi, Sylvan","Athletics +10, Crafting +10, Intimidation +12, Nature +9, Stealth +13, Survival +11",+4,+4,+0,+0,+3,+2,21,+8,+13,+11,58,,20 feet,Pathfinder #146: Cult of Cinders pg. 82
443,Eloko,7,NE,Small,Fey,"+15; low-light vision, scent (imprecise) 30 feet","Aklo, Mwangi, Sylvan","Athletics +18, Crafting +13, Deception +15, Nature +13, Stealth +16, Survival +13",+6,+5,+1,+0,+4,+1,25,+12,+18,+15,115,,20 feet,Pathfinder #146: Cult of Cinders pg. 83
444,Charau-ka Warrior,1,CE,Small,"Charau-ka, Humanoid","+6; darkvision, scent (imprecise) 30 feet","Draconic, Mwangi","Athletics +6, Religion +4, Stealth +6",+3,+3,+2,-1,+1,+0,18,+7,+8,+4,18,,"25 feet, climb 25 feet",Pathfinder #146: Cult of Cinders pg. 84
445,Charau-ka Acolyte of Angazhan,3,CE,Small,"Charau-ka, Humanoid","+9; darkvision, scent (imprecise) 30 feet","Abyssal, Draconic, Mwangi","Athletics +7, Intimidation +7, Nature +9, Religion +11, Stealth +7",+2,+2,+1,+0,+4,+2,19,+8,+7,+11,45,,"25 feet, climb 25 feet",Pathfinder #146: Cult of Cinders pg. 85
446,Charau-ka Butcher,6,CE,Small,"Charau-ka, Humanoid","+11; darkvision, scent (imprecise) 30 feet","Draconic, Mwangi","Acrobatics +11, Athletics +15, Intimidation +14, Religion +9, Stealth +13",+5,+3,+3,+0,+1,+2,23,+17,+11,+13,95,,"25 feet, climb 25 feet",Pathfinder #146: Cult of Cinders pg. 85
447,Grippli Scout,1,N,Small,"Grippli, Humanoid",+8; darkvision,"Common, Grippli","Acrobatics +7, Athletics +4, Nature +6, Stealth +7 (+9 in forests), Survival +6",+1,+4,+2,+0,+3,-1,18,+7,+9,+6,20,,"25 feet, climb 20 feet",Pathfinder #146: Cult of Cinders pg. 86
448,Grippli Archer,3,N,Small,"Grippli, Humanoid",+10; darkvision,"Common, Grippli","Acrobatics +9, Athletics +6, Nature +8, Stealth +11 (+13 in forests), Survival +8",+1,+4,+2,+0,+3,-1,20,+9,+11,+10,44,,"25 feet, climb 20 feet",Pathfinder #146: Cult of Cinders pg. 87
449,Grippli Greenspeaker,5,N,Small,"Grippli, Humanoid",+13; darkvision,"Common, Grippli","Acrobatics +11, Athletics +9, Diplomacy +10, Medicine +11, Nature +14, Religion +11, Stealth +11, Survival +11",+2,+4,+1,+1,+4,+0,21,+10,+13,+13,71,,"25 feet, climb 20 feet",Pathfinder #146: Cult of Cinders pg. 87
450,Kishi,8,NE,Medium,Fey,+14; low-light vision,"Common, Sylvan","Athletics +20, Deception +20, Diplomacy +19, Society +15, Stealth +18",+6,+4,+1,+1,+2,+5,25,+13,+18,+17,138,piercing 10,25 feet,Pathfinder #146: Cult of Cinders pg. 88
451,Living Sap,6,N,Medium,"Mindless, Ooze","+7; motion sense 60 feet, no vision",UNKNOWN,"Athletics +17, Stealth +10",+5,-3,+4,-5,-5,-5,13,+18,+7,+5,175,,"10 feet, climb 10 feet",Pathfinder #146: Cult of Cinders pg. 89
452,Mokele-Mbembe,9,N,Huge,Animal,"+15; darkvision, scent (imprecise) 30 feet",UNKNOWN,"Athletics +20, Stealth +19, Survival +17",+7,+4,+6,-4,+2,+0,27,+21,+15,+17,172,,"30 feet, swim 30 feet",Pathfinder #146: Cult of Cinders pg. 90
453,Sabosan,5,NE,Medium,Humanoid,"+10; echolocation 20 feet, low-light vision, scent (imprecise) 30 feet","Abyssal, Mwangi","Acrobatics +16, Athletics +11, Stealth +16",+4,+5,+2,-1,+1,+0,22,+11,+14,+10,78,,"25 feet, fly 25 feet",Pathfinder #146: Cult of Cinders pg. 91
454,Blood Boar,6,NE,Medium,Animal,"+15; bloodsense 60 feet, low-light vision, scent (imprecise) 30 feet",UNKNOWN,"Acrobatics +10, Athletics +15, Survival +15",+5,+2,+4,-4,+2,-2,23,+16,+14,+10,98,,40 feet,Pathfinder #147: Tomorrow Must Burn pg. 76
455,Kalavakus (Slaver Demon),10,CE,Medium,"Demon, Fiend",+19; darkvision,"Abyssal, Celestial, Draconic, ; telepathy 100 feet","Acrobatics +15, Athletics +23, Intimidation +22, Religion +17, Stealth +19",+7,+1,+5,+2,+3,+3,30,+21,+17,+19; +1 status to all saves vs. magic,200,,25 feet,Pathfinder #147: Tomorrow Must Burn pg. 77
456,Osyluth (Bone Devil),9,LE,Large,"Devil, Fiend",+17; greater darkvision,"Celestial, Draconic, Infernal, ; telepathy 100 feet","Arcana +18, Deception +19, Intimidation +21, Religion +15, Stealth +20",+5,+5,+4,+3,+2,+4,28,+21,+18,+15; +1 status to all saves vs. magic,146,physical 10 (except silver) poison 10,"35 feet, fly 30 feet",Pathfinder #147: Tomorrow Must Burn pg. 78
457,Shadow Giant,13,LE,Large,"Giant, Humanoid",+20; darkvision,"Jotun, Shadowtongue","Athletics +27, Intimidation +24, Stealth +21 (+23 to Hide in dim light)",+8,+2,+5,+0,+1,+3,33,+25,+20,+23,275,,35 feet,Pathfinder #147: Tomorrow Must Burn pg. 79
458,Remnant of Barzillai,10,LE,Medium,"Incorporeal, Undead",+22; darkvision,"Aklo, Azlanti, Common, Draconic, Elven, Gnomish, Halfling, Infernal, Jotun, Shadowtongue, Strix, Varisian","Arcana +21, Deception +23, Religion +21, Society +19, Torture Lore +21",-5,+3,+0,+3,+7,+5,29,+14,+21,+23,135,all damage 8 (except force,fly 25 feet,Pathfinder #147: Tomorrow Must Burn pg. 80
459,Rusalka,12,NE,Medium,"Aquatic, Fey",+22; low-light vision,"Common, Sylvan","Acrobatics +21, Athletics +22, Deception +25, Diplomacy +21, Nature +21, Performance +23 (+25 to sing), Stealth +25",+4,+5,+3,+1,+3,+7,33,+21,+25,+21,180,fire 10,"25 feet, swim 50 feet;",Pathfinder #147: Tomorrow Must Burn pg. 81
460,Augur,1,LE,Tiny,"Fiend, Velstrac","+8; darkvision, painsight","Common, Infernal, Shadowtongue, ; can't speak any language","Acrobatics +8, Deception +6, Intimidation +7, Religion +4, Stealth +8, Torture Lore +7",-1,+3,+1,+2,+1,-1,17,+4,+10,+7,14 regeneration 2 (deactivated by good or silver),,"20 feet, fly 40 feet",Pathfinder #147: Tomorrow Must Burn pg. 82
461,Evangelist,6,LE,Medium,"Fiend, Velstrac","+13; darkvision, painsight","Common, Infernal, Shadowtongue","Acrobatics +13, Athletics +15, Crafting +10, Intimidation +15, Religion +11, Torture Lore +12",+4,+3,+2,+0,+1,+1,24,+15,+14,+11; +1 status to all saves vs. magic,90 regeneration 10 (deactivated by good or silver),,25 feet,Pathfinder #147: Tomorrow Must Burn pg. 83
462,Interlocutor,12,LE,Large,"Fiend, Velstrac","+24; darkvision, painsight","Common, Infernal, Shadowtongue","Athletics +25, Crafting +22 (+24 for sculpting flesh), Intimidation +25, Medicine +26, Religion +22, Stealth +19, Torture Lore +20",+7,+3,+5,+2,+6,+5,33,+23,+21,+26; +1 status to all saves vs. magic,215 regeneration 20 (deactivated by good or silver),,40 feet,Pathfinder #147: Tomorrow Must Burn pg. 84
463,Precentor,16,LE,Medium,"Fiend, Velstrac","+32; darkvision, , painsight,","Common, Infernal, Shadowtongue","Acrobatics +27, Athletics +28, Deception +32, Diplomacy +34, Intimidation +32, Performance +34, Religion +30, Stealth +29, Torture Lore +26",+6,+7,+3,+6,+6,+8,39,+25,+29,+30; +1 status to all saves vs. magic,295 regeneration 25 (deactivated by good or silver),,"30 feet, fly 30 feet (from",Pathfinder #147: Tomorrow Must Burn pg. 85
464,Carnivorous Crystal,11,N,Medium,"Earth, Mindless, Ooze","+15; motion sense 60 feet, no vision",UNKNOWN,Athletics +24,+7,-5,+5,-5,+0,-5,20,+20,+10,+15,300,piercing 10 slashing 10,"10 feet, climb 10 feet",Pathfinder #148: Fires of the Haunted City pg. 76
465,Dalos,13,CE,Huge,"Earth, Fey, Fire",+23; low-light vision,"Ignan, Sylvan, Terran","Athletics +29, Nature +23, Survival +23",+8,+4,+6,+2,+4,+2,34,+27,+19,+23,240,physical 15 (except bludgeoning),"30 feet, burrow 20 feet, climb 20 feet",Pathfinder #148: Fires of the Haunted City pg. 77
466,Deculi,12,NE,Large,Beast,"+23; infrared vision 60 feet, no vision","Undercommon, ; can't speak any language","Acrobatics +24, Athletics +24, Stealth +26",+5,+7,+4,-3,+1,+5,33,+21,+26,+18,215,,"30 feet, climb 30 feet, fly 50 feet; walk in shadow",Pathfinder #148: Fires of the Haunted City pg. 78
467,Devourer,11,NE,Large,Undead,+22; darkvision,"Abyssal, Celestial, Common, Infernal, Necril","Arcana +21, Deception +21, Intimidation +23, Occultism +23, Stealth +20",+7,+3,+5,+5,+4,+5,31,+20,+18,+24; +1 status to all saves vs. magic,175 (,,"30 feet, fly 30 feet",Pathfinder #148: Fires of the Haunted City pg. 79
469,Young Magma Dragon,9,CN,Large,"Dragon, Fire","+18; darkvision, scent (imprecise) 60 feet","Common, Draconic, Ignan","Acrobatics +16, Athletics +18, Deception +14, Intimidation +18, Nature +16, Stealth +16, Survival +16",+6,+1,+4,+0,+3,+3,28,+19,+16,+18,175,,"30 feet, fly 100 feet, swim 30 feet; magma swim",Pathfinder #148: Fires of the Haunted City pg. 80
470,Adult Magma Dragon,13,CN,Huge,"Dragon, Fire","+23; darkvision, scent (imprecise) 60 feet","Common, Draconic, Ignan, Terran","Acrobatics +22, Athletics +28, Deception +19, Intimidation +25, Nature +21, Stealth +22, Survival +21",+8,+2,+5,+2,+4,+4,34,+26,+21,+23; +1 status to all saves vs. magic,270,,"40 feet, fly 140 feet; magma swim 40 feet",Pathfinder #148: Fires of the Haunted City pg. 80
471,Ancient Magma Dragon,18,CN,Gargantuan,"Dragon, Fire","+33; darkvision, scent (imprecise) 60 feet","Abyssal, Common, Draconic, Ignan, Terran, Undercommon","Acrobatics +28, Athletics +35, Deception +28, Intimidation +32, Nature +29, Stealth +28, Survival +29",+8,+4,+6,+4,+5,+6,42,+33,+31,+30; +1 status to all saves vs. magic,390,,"50 feet, fly 200 feet; magma swim 50 feet",Pathfinder #148: Fires of the Haunted City pg. 81
472,Dragonscarred Dead,13,NE,Medium,"Fire, Undead","+24; darkvision, guardian sense","Common, Draconic, Necril","Athletics +25, Dragon Lore +22, Intimidation +21",+6,+5,+4,+1,+1,+2,33,+25,+20,+22; +1 status to all saves vs. magic,210 regeneration 20 (deactivated by cold),,25 feet,Pathfinder #148: Fires of the Haunted City pg. 82
473,Forge-Spurned,5,NE,Medium,"Fire, Undead",+11; darkvision,"Common, Dwarven, Undercommon","Athletics +14, Crafting +14, Droskar Lore +12",+5,+2,+4,+1,+2,+0,22,+15,+9,+11,75 (eternal damnation,,20 feet,Pathfinder #148: Fires of the Haunted City pg. 83
474,Gashadokuro,13,NE,Huge,Undead,+24; darkvision,"Common, ; can't speak any language","Athletics +27, Intimidation +24",+8,+4,+5,-3,+3,+3,33,+26,+21,+24,230 (,cold 10 electricity 10 fire 10 piercing 10 slashing 10,25 feet,Pathfinder #148: Fires of the Haunted City pg. 84
475,Soulbound Ruin,15,NE,Gargantuan,"Construct, Undead",+25; darkvision,"Common, ; and other languages typical to the region","Athletics +30, Deception +26",+10,+0,+6,+4,+4,+3,37,+29,+21,+27,310 (,physical 10 (except adamantine),can't move,Pathfinder #148: Fires of the Haunted City pg. 85
476,Aluum Enforcer,10,N,Large,"Construct, Mindless",+17; darkvision,UNKNOWN,Athletics +23,+7,+2,+5,-5,+1,-5,30,+21,+18,+15,145,10 physical (except adamantine),25 feet,Pathfinder #149: Against the Scarlet Triad pg. 82
477,Spiritbound Aluum,16,N,Large,"Construct, Mindless, Soulbound",+28; darkvision,UNKNOWN,Athletics +33,+9,+3,+6,-5,+4,-2,39,+30,+25,+28,255,15 physical (except adamantine),"25 feet, fly 25 feet",Pathfinder #149: Against the Scarlet Triad pg. 83
478,Calikang,12,LN,Large,Humanoid,"+20; darkvision,","Common, Jotun","Athletics +25, Intimidation +24",+7,+4,+5,-2,+2,+4,35,+23,+22,+20; +1 status to all saves vs. magic,235,,35 feet,Pathfinder #149: Against the Scarlet Triad pg. 84
481,Nalfeshnee (Boar Demon),14,CE,Huge,"Demon, Fiend","+25; darkvision,","Abyssal, Celestial, Draconic, ; telepathy 100 feet","Abyss Lore +25, Arcana +25, Athletics +28, Deception +26, Diplomacy +24, Intimidation +28, Religion +25",+8,+2,+8,+5,+5,+4,34,+26,+22,+23; +1 status to all saves vs. spells,360,,"30 feet, fly 40 feet",Pathfinder #149: Against the Scarlet Triad pg. 86
482,Cornugon (Horned Devil),16,LE,Large,"Devil, Fiend",+28; greater darkvision,"Celestial, Common, Draconic, Infernal, ; telepathy 100 feet","Acrobatics +28, Athletics +32, Intimidation +30, Religion +28, Stealth +26, Warfare Lore +30",+8,+6,+7,+2,+6,+6,38,+31,+26,+26; +1 status to all saves vs. magic,300,physical 15 (except silver) poison 15,"25 feet, fly 50 feet",Pathfinder #149: Against the Scarlet Triad pg. 87
483,Immortal Ichor,15,NE,Medium,Ooze,"+20; motion sense 60 feet, no vision","Abyssal, Aklo, Infernal, Undercommon, ; telepathy 100 feet","Ancient History Lore +30, Arcana +30, Religion +29",+6,+3,+9,+7,+6,+6,26,+30,+20,+29,350 regeneration 15 (deactivated by good),physical 15,"20 feet, fly 20 feet",Pathfinder #149: Against the Scarlet Triad pg. 88
484,Giant Solifugid,1,N,Medium,Animal,+6; darkvision,UNKNOWN,"Acrobatics +8, Athletics +6, Stealth +6 (+10 in desert)",+1,+3,+3,-5,+1,-4,16,+6,+8,+4,20,,"35 feet, climb 25 feet",Pathfinder #149: Against the Scarlet Triad pg. 89
485,Duneshaker Solifugid,18,N,Gargantuan,Animal,"+30; darkvision, tremorsense (imprecise) 30 feet",UNKNOWN,"Acrobatics +33, Athletics +35, Stealth +33 (+37 in desert)",+9,+7,+7,-5,+4,-4,42,+31,+33,+28,340,,"50 feet, burrow 25 feet, climb 25 feet",Pathfinder #149: Against the Scarlet Triad pg. 89
486,Witchwyrd,6,LN,Medium,Humanoid,"+12; darkvision,","Common, Draconic, ; one or more planar languages;, tongues","Arcana +16, Deception +15, Desert Lore +14 (plus one or more Lore skills related to a specific plane), Diplomacy +15, Intimidation +15",+3,+3,+1,+4,+3,+5,22,+13,+13,+15,110,force 5,25 feet,Pathfinder #149: Against the Scarlet Triad pg. 90
487,Xotanispawn,17,CE,Large,"Animal, Fire","+29; darkvision, tremorsense (imprecise) 60 feet",UNKNOWN,"Athletics +34, Stealth +31, Survival +29",+9,+6,+8,-5,+4,+5,40,+31,+29,+23,340,,"40 feet, burrow 40 feet, climb 40 feet",Pathfinder #149: Against the Scarlet Triad pg. 91
